State;Year;Month Code;Avg Day Land Surface Temperature (C);Avg Night Land Surface Temperature (C)
Georgia;2006;5;30.15944;14.39059
Georgia;2006;6;32.94645;18.16345
Georgia;2006;7;32.99160;20.38114
Georgia;2006;8;30.63685;21.07155
Georgia;2006;9;28.08252;15.57861
Georgia;2006;10;25.15288;10.25597
Georgia;2006;11;19.78343;5.57085
Georgia;2006;12;17.36443;4.10927
Georgia;2007;1;14.32640;3.38231
Georgia;2007;2;17.34818;3.20472
Georgia;2007;3;25.42003;7.39992
Georgia;2007;4;27.91909;8.87795
Georgia;2007;5;31.51517;13.67751
Georgia;2007;6;32.49239;18.97407
Georgia;2007;7;30.38932;19.18689
Georgia;2007;8;33.08172;22.10068
Georgia;2007;9;29.28771;17.14964
Georgia;2007;10;25.82159;12.49087
Georgia;2007;11;20.65473;5.81500
Georgia;2007;12;19.35272;6.92598
Georgia;2008;1;13.84312;2.92967
Georgia;2008;2;19.09073;4.25459
Georgia;2008;3;23.45290;6.28870
Georgia;2008;4;26.57039;9.51004
Georgia;2008;5;29.78346;13.99204
Georgia;2008;6;33.39456;19.59670
Georgia;2008;7;31.52798;19.84765
Georgia;2008;8;30.70389;20.15951
Georgia;2008;9;28.68817;16.78521
Georgia;2008;10;23.93036;9.86704
Georgia;2008;11;18.05451;4.00775
Georgia;2008;12;16.17672;4.50949
Idaho;2003;1;-0.01895;-9.31408
Idaho;2003;2;1.13185;-11.49551
Idaho;2003;3;11.10958;-7.46316
Idaho;2003;4;17.64475;-4.24111
Idaho;2003;5;26.45649;1.99928
Idaho;2003;6;33.76052;7.75498
Idaho;2003;7;40.13839;13.15728
Idaho;2003;8;36.77457;11.94795
Idaho;2003;9;29.71799;6.29857
Idaho;2003;10;23.98724;2.82378
Idaho;2003;11;3.21212;-11.18753
Idaho;2003;12;-1.33085;-11.25695
Idaho;2004;1;-6.08949;-14.41819
Idaho;2004;2;-2.38431;-13.19971
Idaho;2004;3;11.45158;-4.51413
Idaho;2004;4;21.18882;-0.74296
Idaho;2004;5;24.87580;1.93452
Idaho;2004;6;30.80922;6.96008
Idaho;2004;7;35.02337;11.13459
Idaho;2004;8;34.89990;10.15249
Idaho;2004;9;28.13200;5.65617
Idaho;2004;10;20.18893;1.82791
Idaho;2004;11;6.14374;-6.07956
Idaho;2004;12;0.26972;-9.78718
Idaho;2005;1;-2.74683;-11.05797
Idaho;2005;2;2.39279;-9.72813
Idaho;2005;3;10.22362;-6.34320
Idaho;2005;4;17.63742;-2.83626
Idaho;2005;5;23.35068;2.82686
Idaho;2005;6;27.15473;5.50428
Idaho;2005;7;35.89129;11.71299
Idaho;2005;8;35.47597;10.59811
Idaho;2005;9;28.60634;5.50906
Idaho;2005;10;19.22106;0.62714
Idaho;2005;11;5.33968;-6.21502
Idaho;2005;12;-7.08076;-15.11180
Idaho;2006;1;-2.81146;-12.48624
Idaho;2006;2;-2.50509;-13.52285
Idaho;2006;3;3.41632;-10.14226
Idaho;2006;4;16.99355;-2.33480
Idaho;2006;5;26.51333;2.85941
Idaho;2006;6;31.80171;8.24009
Idaho;2006;7;37.79702;13.30410
Idaho;2006;8;35.43878;9.95513
Idaho;2006;9;29.47641;6.05643
Idaho;2006;10;16.81935;-0.37154
Idaho;2006;11;4.70269;-6.91303
Idaho;2006;12;-3.34415;-12.50667
Idaho;2007;1;-4.49088;-14.49995
Idaho;2007;2;2.63617;-10.29729
Idaho;2007;3;12.12592;-5.67229
Idaho;2007;4;19.87950;-2.11252
Idaho;2007;5;28.30793;3.33408
Idaho;2007;6;33.83037;7.80198
Idaho;2007;7;39.52569;13.92316
Idaho;2007;8;36.44989;10.78586
Idaho;2007;9;29.88039;6.32972
Idaho;2007;10;16.56344;-0.21078
Idaho;2007;11;7.42846;-5.85621
Idaho;2007;12;-6.84183;-14.98561
Idaho;2008;1;-8.76845;-16.92944
Idaho;2008;2;-1.38107;-12.00180
Idaho;2008;3;2.77497;-10.91254
Idaho;2008;4;14.73655;-6.80075
Idaho;2008;5;25.31020;0.93635
Idaho;2008;6;31.23673;6.48632
Idaho;2008;7;37.41237;11.29127
Idaho;2008;8;36.52282;10.81554
Idaho;2008;9;30.08437;5.39569
Idaho;2008;10;18.08641;-0.14124
Idaho;2008;11;7.99582;-4.16366
Idaho;2008;12;-2.33108;-12.43431
Illinois;2003;1;1.47484;-9.81395
Illinois;2003;2;2.97116;-10.54757
Illinois;2003;3;15.93517;-2.15039
Illinois;2003;4;26.77481;4.14465
Illinois;2003;5;26.57557;8.79834
Illinois;2003;6;31.26071;12.67609
Illinois;2003;7;28.68364;17.28645
Illinois;2003;8;28.53806;17.09547
Illinois;2003;9;26.18769;10.42338
Illinois;2003;10;22.62713;5.44816
Illinois;2003;11;13.36889;1.01946
Illinois;2003;12;5.23274;-4.56082
Illinois;2004;1;1.10714;-7.26155
Illinois;2004;2;5.00918;-7.71425
Illinois;2004;3;15.24452;-1.58623
Illinois;2004;4;24.29515;3.07240
Illinois;2004;5;28.09052;11.96987
Illinois;2004;6;28.23683;13.81294
Illinois;2004;7;26.75167;16.16676
Illinois;2004;8;25.77035;12.91362
Illinois;2004;9;28.38200;11.99713
Illinois;2004;10;22.18101;5.23124
Illinois;2004;11;12.40057;0.69116
Illinois;2004;12;3.86953;-4.88077
Illinois;2005;1;-0.85853;-6.24541
Illinois;2005;2;8.77801;-4.09405
Illinois;2005;3;15.85176;-3.93733
Illinois;2005;4;25.83106;4.25546
Illinois;2005;5;29.98892;7.26651
Illinois;2005;6;33.09728;16.24962
Illinois;2005;7;30.43546;17.58170
Illinois;2005;8;29.68709;16.95593
Illinois;2005;9;30.45200;13.83541
Illinois;2005;10;23.49032;6.43977
Illinois;2005;11;12.76506;1.34271
Illinois;2005;12;-1.59104;-9.86517
Illinois;2006;1;7.77761;-1.92939
Illinois;2006;2;8.47174;-6.87879
Illinois;2006;3;16.05318;-2.81848
Illinois;2006;4;26.34030;5.30946
Illinois;2006;5;28.11960;10.00373
Illinois;2006;6;31.59452;14.88024
Illinois;2006;7;29.99697;18.41556
Illinois;2006;8;28.38045;17.08147
Illinois;2006;9;24.94357;11.09127
Illinois;2006;10;21.14161;4.06516
Illinois;2006;11;13.80669;-0.58391
Illinois;2006;12;4.38090;-3.75249
Illinois;2007;1;2.69623;-4.75276
Illinois;2007;2;-1.57968;-9.34416
Illinois;2007;3;15.63650;-0.45780
Illinois;2007;4;25.06607;4.63828
Illinois;2007;5;31.44194;10.91748
Illinois;2007;6;32.75047;15.21284
Illinois;2007;7;27.83264;15.51289
Illinois;2007;8;31.06349;18.48576
Illinois;2007;9;30.61093;12.67979
Illinois;2007;10;24.50033;8.38895
Illinois;2007;11;12.70737;-0.55803
Illinois;2007;12;1.95271;-6.16895
Illinois;2008;1;0.65897;-8.20463
Illinois;2008;2;1.03692;-9.94964
Illinois;2008;3;12.78986;-2.71615
Illinois;2008;4;22.47001;4.05885
Illinois;2008;5;26.36882;7.18945
Illinois;2008;6;30.49670;15.75558
Illinois;2008;7;28.82187;16.94971
Illinois;2008;8;26.44723;15.26259
Illinois;2008;9;25.97503;12.41354
Illinois;2008;10;20.59778;5.38145
Illinois;2008;11;12.56961;-0.28508
Illinois;2008;12;0.71276;-9.04924
Indiana;2003;1;-0.27768;-10.51275
Indiana;2003;2;-0.54131;-11.48929
Indiana;2003;3;14.88448;-1.18525
Indiana;2003;4;25.27211;4.52461
Indiana;2003;5;23.94685;8.32996
Indiana;2003;6;30.51277;12.33072
Indiana;2003;7;28.06805;16.51567
Indiana;2003;8;27.62637;16.85054
Indiana;2003;9;24.70069;10.68342
Indiana;2003;10;20.46365;5.57397
Indiana;2003;11;14.88183;3.40740
Indiana;2003;12;5.59897;-3.40687
Indiana;2004;1;-1.81658;-8.78949
Indiana;2004;2;6.21740;-6.87043
Indiana;2004;3;14.55192;-2.07011
Indiana;2004;4;23.31670;3.97495
Indiana;2004;5;26.72196;11.85414
Indiana;2004;6;27.48383;13.66600
Indiana;2004;7;26.67046;15.43800
Indiana;2004;8;24.94521;13.56935
Indiana;2004;9;27.88775;12.16109
Indiana;2004;10;21.98904;5.32648
Indiana;2004;11;12.69177;0.28377
Indiana;2004;12;4.89440;-4.79314
Indiana;2005;1;-2.03904;-7.36002
Indiana;2005;2;7.18157;-5.77813
Indiana;2005;3;14.68488;-4.06124
Indiana;2005;4;26.08449;4.15408
Indiana;2005;5;27.82546;7.22732
Indiana;2005;6;31.46485;16.07236
Indiana;2005;7;28.89079;17.00463
Indiana;2005;8;28.61354;16.90942
Indiana;2005;9;28.40565;13.66706
Indiana;2005;10;22.58568;7.06545
Indiana;2005;11;13.57973;1.24967
Indiana;2005;12;-1.74740;-10.65872
Indiana;2006;1;8.44221;-1.60877
Indiana;2006;2;7.18733;-5.24217
Indiana;2006;3;14.79351;-2.59930
Indiana;2006;4;24.47689;4.80852
Indiana;2006;5;25.83845;9.41337
Indiana;2006;6;29.80072;14.26128
Indiana;2006;7;29.05661;17.78480
Indiana;2006;8;27.65296;16.65704
Indiana;2006;9;23.46535;11.04281
Indiana;2006;10;19.42182;4.94857
Indiana;2006;11;12.85992;-0.83357
Indiana;2006;12;6.08303;-2.65018
Indiana;2007;1;3.53607;-3.54160
Indiana;2007;2;-4.06403;-10.91422
Indiana;2007;3;16.02659;-0.61062
Indiana;2007;4;24.37452;4.78747
Indiana;2007;5;31.16045;10.80397
Indiana;2007;6;33.11203;14.79015
Indiana;2007;7;28.73039;14.81006
Indiana;2007;8;30.38839;17.99458
Indiana;2007;9;29.56506;12.87237
Indiana;2007;10;24.18235;8.98321
Indiana;2007;11;12.23745;-0.89116
Indiana;2007;12;3.95736;-5.53961
Indiana;2008;1;0.32274;-7.42947
Indiana;2008;2;3.34965;-8.32872
Indiana;2008;3;11.87858;-1.44279
Indiana;2008;4;22.53097;4.14559
Indiana;2008;5;24.80573;7.03172
Indiana;2008;6;28.96456;15.60719
Indiana;2008;7;28.60311;16.51364
Indiana;2008;8;27.01596;14.65660
Indiana;2008;9;27.52923;12.33469
Indiana;2008;10;21.09287;4.77140
Indiana;2008;11;13.21278;-0.74907
Indiana;2008;12;1.72197;-5.42788
Iowa;2003;1;1.18798;-12.98134
Iowa;2003;2;1.97166;-12.20160
Iowa;2003;3;13.88397;-5.39797
Iowa;2003;4;28.52207;2.92179
Iowa;2003;5;28.73199;6.70025
Iowa;2003;6;32.13508;12.25038
Iowa;2003;7;28.35824;16.45640
Iowa;2003;8;28.97547;16.32881
Iowa;2003;9;26.25792;8.86076
Iowa;2003;10;24.33943;4.12877
Iowa;2003;11;9.18401;-4.42576
Iowa;2003;12;-0.47009;-8.37741
Iowa;2004;1;-0.55720;-10.98037
Iowa;2004;2;-4.66126;-12.85702
Iowa;2004;3;14.29837;-2.50433
Iowa;2004;4;25.59201;1.16331
Iowa;2004;5;27.14364;7.60404
Iowa;2004;6;29.34315;12.01023
Iowa;2004;7;26.28758;14.67047
Iowa;2004;8;23.85307;11.96946
Iowa;2004;9;26.53013;11.75860
Iowa;2004;10;20.99562;3.85575
Iowa;2004;11;11.27914;-2.43332
Iowa;2004;12;3.03588;-8.22227
Iowa;2005;1;-7.70553;-10.74696
Iowa;2005;2;6.51298;-6.06011
Iowa;2005;3;14.03494;-6.09375
Iowa;2005;4;23.86197;1.88724
Iowa;2005;5;28.97981;5.66036
Iowa;2005;6;32.57417;15.81324
Iowa;2005;7;29.12326;17.21975
Iowa;2005;8;27.53699;14.65496
Iowa;2005;9;28.37215;12.65227
Iowa;2005;10;21.88325;3.83459
Iowa;2005;11;12.33126;-0.95501
Iowa;2005;12;-9.53589;-14.06668
Iowa;2006;1;6.12963;-6.69268
Iowa;2006;2;7.08497;-10.10813
Iowa;2006;3;12.21901;-4.36313
Iowa;2006;4;27.27766;3.21698
Iowa;2006;5;30.23481;8.31887
Iowa;2006;6;33.19810;13.40975
Iowa;2006;7;30.71859;17.84000
Iowa;2006;8;26.54309;15.92087
Iowa;2006;9;23.96763;8.77651
Iowa;2006;10;18.93558;2.10743
Iowa;2006;11;12.95857;-2.81114
Iowa;2006;12;4.19966;-7.73342
Iowa;2007;1;-3.46464;-10.64305
Iowa;2007;2;-7.38033;-16.65508
Iowa;2007;3;10.82635;-4.10738
Iowa;2007;4;23.13598;1.55276
Iowa;2007;5;30.40085;9.65576
Iowa;2007;6;32.21337;14.30439
Iowa;2007;7;29.06247;15.63625
Iowa;2007;8;27.48351;17.26209
Iowa;2007;9;26.09214;11.28150
Iowa;2007;10;20.75942;6.26792
Iowa;2007;11;10.38867;-3.54935
Iowa;2007;12;-5.47863;-13.48241
Iowa;2008;1;-9.09752;-15.45426
Iowa;2008;2;-5.37027;-16.31903
Iowa;2008;3;6.79522;-8.10679
Iowa;2008;4;20.10461;0.28801
Iowa;2008;5;27.72024;5.52515
Iowa;2008;6;30.15088;13.03693
Iowa;2008;7;28.76989;16.24773
Iowa;2008;8;26.45230;14.33999
Iowa;2008;9;24.69572;10.92434
Iowa;2008;10;19.06686;3.33986
Iowa;2008;11;10.22792;-3.32164
Iowa;2008;12;-5.55723;-13.12607
Kansas;2003;1;12.40127;-6.60708
Kansas;2003;2;13.34161;-7.10680
Kansas;2003;3;21.31736;-1.28838
Kansas;2003;4;29.98245;5.63605
Kansas;2003;5;30.64688;9.74551
Kansas;2003;6;33.33687;14.78668
Kansas;2003;7;41.43324;19.72054
Kansas;2003;8;41.02703;19.03116
Kansas;2003;9;31.09033;10.69100
Kansas;2003;10;28.26903;6.92669
Kansas;2003;11;17.39246;-1.51808
Kansas;2003;12;8.41291;-5.20797
Kansas;2004;1;10.79319;-7.50803
Kansas;2004;2;6.54767;-8.95325
Kansas;2004;3;23.34959;1.31292
Kansas;2004;4;28.76914;4.65919
Kansas;2004;5;33.99743;11.92245
Kansas;2004;6;36.77764;15.22967
Kansas;2004;7;35.07768;17.93760
Kansas;2004;8;34.04534;15.99014
Kansas;2004;9;34.36448;14.27014
Kansas;2004;10;24.75711;6.74309
Kansas;2004;11;15.63779;1.24940
Kansas;2004;12;11.30332;-4.15799
Kansas;2005;1;8.05313;-5.85575
Kansas;2005;2;15.45660;-2.89165
Kansas;2005;3;22.20944;-2.17407
Kansas;2005;4;26.83704;4.55260
Kansas;2005;5;32.48492;9.79380
Kansas;2005;6;35.02570;17.19121
Kansas;2005;7;38.46920;19.10853
Kansas;2005;8;36.81164;18.60902
Kansas;2005;9;33.47780;15.38318
Kansas;2005;10;26.02550;7.00988
Kansas;2005;11;19.28166;0.37110
Kansas;2005;12;8.05518;-5.03259
Kansas;2006;1;14.94253;-3.59919
Kansas;2006;2;17.40922;-7.55343
Kansas;2006;3;22.62352;-0.36387
Kansas;2006;4;31.91518;6.46526
Kansas;2006;5;35.24963;10.39909
Kansas;2006;6;38.61156;16.13970
Kansas;2006;7;41.90064;20.12713
Kansas;2006;8;37.32163;18.88798
Kansas;2006;9;30.93332;10.02881
Kansas;2006;10;25.17387;5.12827
Kansas;2006;11;19.30241;-0.83591
Kansas;2006;12;9.56604;-5.14196
Kansas;2007;1;3.14686;-7.91737
Kansas;2007;2;8.73698;-6.39191
Kansas;2007;3;21.05979;2.07152
Kansas;2007;4;24.76480;5.21365
Kansas;2007;5;30.29019;11.19893
Kansas;2007;6;33.54529;15.50564
Kansas;2007;7;37.23533;18.73189
Kansas;2007;8;37.70034;20.53302
Kansas;2007;9;33.59751;14.26356
Kansas;2007;10;26.73541;7.73853
Kansas;2007;11;20.59837;-0.77665
Kansas;2007;12;2.72362;-7.22374
Kansas;2008;1;5.62394;-7.35068
Kansas;2008;2;10.94421;-5.88001
Kansas;2008;3;22.89821;-1.75376
Kansas;2008;4;26.61110;2.62661
Kansas;2008;5;31.10239;8.66339
Kansas;2008;6;35.64091;16.51673
Kansas;2008;7;38.09151;18.63647
Kansas;2008;8;34.49691;17.67654
Kansas;2008;9;30.77288;12.21388
Kansas;2008;10;23.92913;5.72782
Kansas;2008;11;16.79320;0.04490
Kansas;2008;12;9.48335;-6.39091
Kentucky;2003;1;4.24531;-2.40148
Kentucky;2003;2;6.49010;-4.96768
Kentucky;2003;3;18.36177;3.17125
Kentucky;2003;4;24.68013;7.27929
Kentucky;2003;5;22.72520;11.26068
Kentucky;2003;6;26.59086;13.70866
Kentucky;2003;7;27.93656;18.26397
Kentucky;2003;8;27.64254;18.43656
Kentucky;2003;9;24.55007;12.26705
Kentucky;2003;10;20.72020;7.50465
Kentucky;2003;11;18.54168;6.47192
Kentucky;2003;12;8.45724;-1.36948
Kentucky;2004;1;5.31080;-3.44643
Kentucky;2004;2;11.90961;-3.17546
Kentucky;2004;3;18.32333;1.46148
Kentucky;2004;4;23.23553;5.92131
Kentucky;2004;5;25.75207;13.73306
Kentucky;2004;6;26.03080;15.25695
Kentucky;2004;7;26.56798;17.16268
Kentucky;2004;8;26.05547;15.36863
Kentucky;2004;9;26.76139;13.20985
Kentucky;2004;10;22.19988;8.32990
Kentucky;2004;11;15.77782;2.80360
Kentucky;2004;12;7.88551;-1.34468
Kentucky;2005;1;4.93351;-0.82120
Kentucky;2005;2;12.71310;-0.77415
Kentucky;2005;3;16.79404;0.16690
Kentucky;2005;4;25.35385;6.87516
Kentucky;2005;5;24.60886;9.11372
Kentucky;2005;6;28.72296;16.94007
Kentucky;2005;7;29.61527;19.27137
Kentucky;2005;8;31.00962;19.12176
Kentucky;2005;9;28.18975;15.33171
Kentucky;2005;10;24.22459;8.39658
Kentucky;2005;11;15.35997;3.72114
Kentucky;2005;12;6.07556;-4.44969
Kentucky;2006;1;12.16407;1.02129
Kentucky;2006;2;10.63230;-1.62421
Kentucky;2006;3;18.00043;2.20625
Kentucky;2006;4;25.68545;7.96173
Kentucky;2006;5;24.53383;10.54349
Kentucky;2006;6;27.74140;14.87067
Kentucky;2006;7;29.24817;18.39780
Kentucky;2006;8;28.67567;19.02048
Kentucky;2006;9;23.67286;11.74126
Kentucky;2006;10;20.78084;7.76176
Kentucky;2006;11;14.78338;1.31824
Kentucky;2006;12;9.90135;-0.01797
Kentucky;2007;1;6.41284;-1.17920
Kentucky;2007;2;6.47623;-4.08853
Kentucky;2007;3;20.41199;3.34407
Kentucky;2007;4;24.79590;6.88475
Kentucky;2007;5;27.74856;11.77372
Kentucky;2007;6;30.34241;15.66528
Kentucky;2007;7;28.89132;16.53930
Kentucky;2007;8;33.24188;20.04100
Kentucky;2007;9;30.86630;14.54909
Kentucky;2007;10;25.14187;10.29782
Kentucky;2007;11;14.09523;2.37374
Kentucky;2007;12;10.06495;-0.48936
Kentucky;2008;1;4.82912;-2.63928
Kentucky;2008;2;9.72606;-0.82574
Kentucky;2008;3;16.14696;1.44296
Kentucky;2008;4;24.03881;7.01007
Kentucky;2008;5;23.59793;9.29696
Kentucky;2008;6;28.96076;17.09039
Kentucky;2008;7;29.50669;17.45136
Kentucky;2008;8;28.65132;16.22178
Kentucky;2008;9;29.42941;14.23335
Kentucky;2008;10;23.28982;7.00929
Kentucky;2008;11;15.91540;1.30435
Kentucky;2008;12;6.98109;-0.23945
Louisiana;2003;1;14.36590;3.33298
Louisiana;2003;2;18.70807;5.34872
Louisiana;2003;3;23.32140;9.51983
Louisiana;2003;4;27.26221;12.31883
Louisiana;2003;5;29.66405;18.06931
Louisiana;2003;6;29.00996;21.43197
Louisiana;2003;7;28.97099;21.52351
Louisiana;2003;8;30.31099;21.92178
Louisiana;2003;9;28.63648;17.07279
Louisiana;2003;10;27.16757;13.18415
Louisiana;2003;11;22.82210;11.13704
Louisiana;2003;12;16.31663;3.91308
Louisiana;2004;1;14.91603;2.97831
Louisiana;2004;2;16.92671;3.70330
Louisiana;2004;3;25.00669;10.59057
Louisiana;2004;4;26.87214;11.63932
Louisiana;2004;5;27.93143;17.40325
Louisiana;2004;6;28.30052;21.59255
Louisiana;2004;7;29.06537;22.00717
Louisiana;2004;8;29.86697;20.03828
Louisiana;2004;9;30.28579;18.68585
Louisiana;2004;10;26.77902;17.38159
Louisiana;2004;11;20.37167;9.73594
Louisiana;2004;12;16.21037;4.79894
Louisiana;2005;1;16.58403;5.63742
Louisiana;2005;2;18.69647;7.58079
Louisiana;2005;3;22.15733;8.53428
Louisiana;2005;4;25.91647;12.22959
Louisiana;2005;5;29.60996;15.49211
Louisiana;2005;6;30.68260;21.25416
Louisiana;2005;7;29.90727;22.14641
Louisiana;2005;8;31.28276;22.09681
Louisiana;2005;9;32.52092;20.74328
Louisiana;2005;10;27.66699;13.45631
Louisiana;2005;11;21.89550;9.07405
Louisiana;2005;12;17.23840;3.76061
Louisiana;2006;1;19.73297;6.44499
Louisiana;2006;2;18.41863;5.00876
Louisiana;2006;3;23.66887;9.26842
Louisiana;2006;4;29.70549;14.46689
Louisiana;2006;5;29.57376;16.99363
Louisiana;2006;6;32.56926;20.44703
Louisiana;2006;7;31.24783;22.00988
Louisiana;2006;8;30.98562;22.36215
Louisiana;2006;9;29.71610;17.59770
Louisiana;2006;10;26.80382;13.34738
Louisiana;2006;11;20.21327;7.17578
Louisiana;2006;12;16.78564;5.78363
Louisiana;2007;1;15.89636;4.16603
Louisiana;2007;2;19.49377;5.28232
Louisiana;2007;3;23.72794;9.29445
Louisiana;2007;4;25.34331;12.24710
Louisiana;2007;5;28.31480;16.14996
Louisiana;2007;6;29.16742;20.67543
Louisiana;2007;7;28.35801;20.93592
Louisiana;2007;8;31.50941;22.61861
Louisiana;2007;9;29.28668;19.20598
Louisiana;2007;10;26.80542;14.66791
Louisiana;2007;11;21.24858;9.91449
Louisiana;2007;12;18.05434;6.13301
Louisiana;2008;1;14.75651;4.04628
Louisiana;2008;2;19.38040;5.60696
Louisiana;2008;3;23.22865;8.65629
Louisiana;2008;4;26.08633;11.81222
Louisiana;2008;5;29.14063;17.57217
Louisiana;2008;6;30.45650;22.06069
Louisiana;2008;7;32.20578;21.68536
Louisiana;2008;8;29.95140;21.78975
Louisiana;2008;9;28.22164;17.62259
Louisiana;2008;10;25.76288;12.53035
Louisiana;2008;11;20.75362;6.96917
Louisiana;2008;12;15.67068;3.63609
Maine;2003;1;-10.26954;-20.10443
Maine;2003;2;-7.59675;-18.53491
Maine;2003;3;-1.32624;-12.20700
Maine;2003;4;9.35672;-5.60510
Maine;2003;5;22.45465;2.93136
Maine;2003;6;23.05668;9.90160
Maine;2003;7;22.59437;12.57754
Maine;2003;8;22.37087;12.66907
Maine;2003;9;19.76529;8.99024
Maine;2003;10;14.46044;3.29670
Maine;2003;11;4.17180;-3.27557
Maine;2003;12;-2.26105;-10.95979
Maine;2004;1;-11.33132;-20.73109
Maine;2004;2;-2.89034;-14.92169
Maine;2004;3;2.75522;-9.94888
Maine;2004;4;11.72579;-2.43563
Maine;2004;5;20.21679;3.97426
Maine;2004;6;20.74661;8.16975
Maine;2004;7;22.67656;12.26387
Maine;2004;8;21.63769;11.81169
Maine;2004;9;19.33150;8.33923
Maine;2004;10;13.18934;1.47829
Maine;2004;11;3.39294;-4.26778
Maine;2004;12;-4.07360;-14.43260
Maine;2005;1;-10.10849;-17.36720
Maine;2005;2;-3.57628;-14.44093
Maine;2005;3;1.58979;-9.88388
Maine;2005;4;12.29142;-1.85844
Maine;2005;5;16.96985;1.43944
Maine;2005;6;24.26790;11.39111
Maine;2005;7;23.93575;12.80028
Maine;2005;8;23.71720;12.49813
Maine;2005;9;20.18942;9.77304
Maine;2005;10;14.68144;4.71641
Maine;2005;11;5.09079;-2.65587
Maine;2005;12;-3.73035;-11.32393
Maine;2006;1;-2.43272;-10.88158
Maine;2006;2;-3.57805;-13.72049
Maine;2006;3;5.86451;-7.47400
Maine;2006;4;14.72665;-1.32570
Maine;2006;5;20.36533;5.25941
Maine;2006;6;22.61915;11.43626
Maine;2006;7;24.21843;14.17194
Maine;2006;8;21.07126;10.06457
Maine;2006;9;18.71965;7.73323
Maine;2006;10;12.38192;1.91008
Maine;2006;11;5.88965;-2.40142
Maine;2006;12;-0.09583;-6.92904
Maine;2007;1;-4.79211;-15.32994
Maine;2007;2;-5.47721;-17.08267
Maine;2007;3;1.19678;-10.13486
Maine;2007;4;11.39022;-4.82411
Maine;2007;5;20.36288;4.17510
Maine;2007;6;22.74432;9.68455
Maine;2007;7;22.88200;11.76368
Maine;2007;8;22.62174;11.27786
Maine;2007;9;19.62473;9.06578
Maine;2007;10;15.42296;4.65234
Maine;2007;11;3.22877;-4.03984
Maine;2007;12;-5.97576;-13.35912
Maine;2008;1;-5.99735;-14.32970
Maine;2008;2;-5.39620;-15.52759
Maine;2008;3;-0.60233;-11.25594
Maine;2008;4;11.72666;-1.68879
Maine;2008;5;18.36241;2.77121
Maine;2008;6;21.68866;9.94647
Maine;2008;7;23.93065;13.43267
Maine;2008;8;21.25978;11.31914
Maine;2008;9;17.88893;7.55820
Maine;2008;10;12.00611;1.95305
Maine;2008;11;3.29667;-3.90068
Maine;2008;12;-3.41995;-12.21496
Maryland;2003;1;2.65681;-5.56594
Maryland;2003;2;2.58621;-5.74602
Maryland;2003;3;15.11687;0.75579
Maryland;2003;4;23.61561;6.22007
Maryland;2003;5;23.69711;9.15335
Maryland;2003;6;27.72837;15.52681
Maryland;2003;7;28.44054;17.95440
Maryland;2003;8;27.07072;18.49684
Maryland;2003;9;23.84312;13.26847
Maryland;2003;10;18.55447;6.49718
Maryland;2003;11;16.30476;5.56009
Maryland;2003;12;6.82875;-1.64948
Maryland;2004;1;1.41373;-4.39708
Maryland;2004;2;6.98135;-4.01700
Maryland;2004;3;16.04583;0.27240
Maryland;2004;4;22.33128;5.69785
Maryland;2004;5;27.24726;13.71125
Maryland;2004;6;27.18487;15.00733
Maryland;2004;7;28.05336;17.73065
Maryland;2004;8;26.36629;16.84861
Maryland;2004;9;24.84859;13.84661
Maryland;2004;10;20.17460;7.48322
Maryland;2004;11;13.86524;3.38984
Maryland;2004;12;7.71896;-2.05872
Maryland;2005;1;3.71144;-0.84932
Maryland;2005;2;8.16922;-2.81946
Maryland;2005;3;11.64085;-2.03243
Maryland;2005;4;23.55325;4.77081
Maryland;2005;5;24.43649;7.98051
Maryland;2005;6;28.62423;16.42646
Maryland;2005;7;28.81567;18.94468
Maryland;2005;8;29.26464;19.13252
Maryland;2005;9;28.77927;14.90418
Maryland;2005;10;21.29970;8.71883
Maryland;2005;11;14.19992;3.42024
Maryland;2005;12;4.63021;-2.89979
Maryland;2006;1;9.03624;-0.19952
Maryland;2006;2;7.98519;-2.96032
Maryland;2006;3;16.96484;-0.51539
Maryland;2006;4;23.63783;5.45572
Maryland;2006;5;26.18096;9.90907
Maryland;2006;6;28.26827;14.76872
Maryland;2006;7;28.96596;18.86756
Maryland;2006;8;30.30772;18.42875
Maryland;2006;9;24.01390;12.53342
Maryland;2006;10;19.42830;6.25786
Maryland;2006;11;15.19463;3.21326
Maryland;2006;12;10.28678;0.01104
Maryland;2007;1;7.48075;-2.34362
Maryland;2007;2;3.32777;-7.09702
Maryland;2007;3;16.90230;0.83401
Maryland;2007;4;25.11880;4.75283
Maryland;2007;5;26.94636;10.87245
Maryland;2007;6;29.97023;15.43943
Maryland;2007;7;31.17223;17.19272
Maryland;2007;8;30.65533;18.76296
Maryland;2007;9;28.41019;14.59366
Maryland;2007;10;23.96212;10.94682
Maryland;2007;11;12.38989;2.59847
Maryland;2007;12;7.17841;-1.25580
Maryland;2008;1;7.45090;-3.99107
Maryland;2008;2;9.07377;-1.49339
Maryland;2008;3;15.28520;-0.14911
Maryland;2008;4;23.57906;5.86827
Maryland;2008;5;24.60646;8.50072
Maryland;2008;6;29.34353;16.99977
Maryland;2008;7;29.70507;18.33498
Maryland;2008;8;28.57585;16.04661
Maryland;2008;9;26.39604;14.05645
Maryland;2008;10;19.79592;7.02309
Maryland;2008;11;11.21162;0.45203
Maryland;2008;12;6.87978;-1.47041
